time,left,mid,right
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0.0014285714285738,5.4270637241737e-06,8.1491907787276e-09
102,0.0035604956268899,3.1610324915053e-05,9.410922742595e-08
103,0.0061184513901384,9.9420045731626e-05,5.3075305114028e-07
104,0.0089629895110728,0.00022837096579564,2.0084534740386e-06
105,0.01201464509818,0.00043309436987,5.8395500427694e-06
106,0.01522411520931,0.00072295915341066,1.4068507742092e-05
107,0.018558696992788,0.0011030226208134,2.9455917863191e-05
108,0.021995510773416,0.001575213648123,5.5358294953508e-05
109,0.025517853739054,0.0021393448239561,9.555022705449e-05
110,0.029113108732821,0.0027938725944111,0.00015403340972678
111,0.032771477032294,0.0035364343147216,0.00023486290844196
112,0.03648517353887,0.0043642148477597,0.00034200588266114
113,0.040247894880577,0.0052741908123673,0.00047923683728862
114,0.044054455776217,0.0062632896295431,0.00065006690487489
115,0.04790053310992,0.0073284901924913,0.00085770165620919
116,0.051782481217197,0.0084668839559699,0.0011050211644421
117,0.055697195580608,0.0096757094333005,0.0013945764592727
118,0.05964201024023,0.010952369021235,0.0017285974208605
119,0.063614619189649,0.012294434260461,0.0021090081915525
120,0.067613015163111,0.013699643703773,0.0025374471369336
121,0.071635441251933,0.0151658962319,0.0030152891909409
122,0.075680352136952,0.016691241739309,0.0035436690586003
123,0.07974638263709,0.018273870479231,0.0041235042384162
124,0.083832321903515,0.019912101920355,0.0047555171890879
125,0.087937092029417,0.021604373666561,0.0054402562279213
126,0.09205973015799,0.023349230784257,0.0061781149343262
127,0.096199373395705,0.025145315740656,0.0069693499604732
128,0.10035524600112,0.026991359060753,0.007814097237795
129,0.10452664843922,0.028886170747017,0.0087123866243006
130,0.10871294798017,0.030828632464157,0.0096641550723982
131,0.11291357058812,0.032817690464935,0.010669258416605
132,0.1171279938961,0.034852349217164,0.011727481889854
133,0.12135574110168,0.036931665683334,0.012838549479526
134,0.12559637564841,0.039054744200426,0.014002132232194
135,0.12984949658093,0.041220731906763,0.015217855611156
136,0.13411473448066,0.043428814664098,0.016485306004248
137,0.13839174790376,0.045678213425654,0.017804036472032
138,0.14268022025484,0.047968181004138,0.019173571818785
139,0.14697985703998,0.050297999197317,0.020593413061092
140,0.15129038345064,0.052666976232447,0.022063041361561
141,0.15561154223678,0.055074444494467,0.023581921488293
142,0.15994309183304,0.057519758506323,0.025149504854361
143,0.16428480470698,0.060002293133051,0.02676523218572
144,0.16863646590196,0.062521441984231,0.028428535860652
145,0.17299787175118,0.065076615992179,0.030138841959033
146,0.17736882874204,0.067667242145723,0.031895572055429
147,0.18174915251287,0.070292762361677,0.033698144786107
148,0.18613866696603,0.072952632478128,0.035545977216645
149,0.19053720348353,0.07564632135546,0.037438486033721
150,0.19494460023304,0.078373310072672,0.039375088581925
151,0.1993607015533,0.081133091207946,0.041355203764033
152,0.20378535740988,0.083925168193739,0.043378252821001
153,0.20821842291256,0.086749054737766,0.045443660006056
154,0.21265975788739,0.089604274302277,0.047550853165562
155,0.21710922649674,0.092490359634895,0.049699264237847
156,0.22156669690182,0.095406852345081,0.051888329679867
157,0.22603204096259,0.098353302520986,0.05411749083042
158,0.23050513397072,0.10132926838206,0.056386194217568
159,0.23498585441171,0.10433431596334,0.058693891817068
160,0.23947408375273,0.10736801882777,0.06104004126776
161,0.24396970625315,0.1104299578035,0.063424106049184
162,0.24847260879523,0.11351972074311,0.065845555626067
163,0.25298268073244,0.11663690230258,0.068303865563765
164,0.25749981375347,0.11978110373756,0.070798517618265
165,0.26202390176014,0.1229519327152,0.073328999803928
166,0.26655484075746,0.12614900313963,0.075894806441762
167,0.27109252875456,0.12937193498987,0.078495438190701
168,0.27563686567519,0.13262035416851,0.081130402064047
169,0.28018775327668,0.13589389236024,0.083799211433002
170,0.28474509507639,0.13919218689908,0.08650138601897
171,0.28930879628484,0.14251488064345,0.089236451876101
172,0.29387876374469,0.14586162185812,0.092003941365401
173,0.29845490587496,0.14923206410262,0.094803393121541
174,0.30303713261985,0.15262586612511,0.097634352013384
175,0.30762535540171,0.15604269176149,0.10049636909912
176,0.31221948707766,0.159482209839,0.10338900157677
177,0.31681944189941,0.16294409408404,0.1063118127308
178,0.32142513547604,0.16642802303373,0.1092643718754
179,0.32603648473931,0.16993367995085,0.11224625429492
180,0.33065340791129,0.17346075274203,0.11525704118208
181,0.33527582447398,0.17700893387864,0.11829631957417
182,0.33990365514092,0.18057792032037,0.12136368228779
183,0.34453682183021,0.18416741344124,0.12445872785222
184,0.34917524763927,0.18777711895772,0.12758106044196
185,0.35381885682065,0.19140674685899,0.13073028980843
186,0.35846757475928,0.19505601133906,0.13390603121125
187,0.36312132795061,0.19872463073061,0.13710790534911
188,0.36778004397983,0.20241232744053,0.1403355382905
189,0.3724436515019,0.20611882788701,0.14358856140444
190,0.37711208022243,0.20984386243797,0.14686661129124
191,0.38178526087926,0.21358716535096,0.1501693297135
192,0.38646312522469,0.21734847471431,0.15349636352736
193,0.39114560600834,0.22112753238944,0.15684736461419
194,0.39583263696056,0.22492408395438,0.16022198981261
195,0.40052415277632,0.22873787864841,0.16361990085107
196,0.40522008909963,0.23256866931765,0.16704076428098
197,0.40992038250835,0.23641621236175,0.17048425141035
198,0.41462497049938,0.2402802676815,0.17395003823815
199,0.41933379147433,0.24416059862735,0.17743780538925
200,0.42404678472542,0.24805697194886,0.18094723805006
201,0.42876389042178,0.251969157745,0.18447802590483
202,0.43348504959604,0.25589692941524,0.18802986307276
203,0.43821020413124,0.25984006361149,0.19160244804572
204,0.44293929674796,0.26379834019081,0.19519548362676
205,0.44767227099174,0.2677715421689,0.19880867686939
206,0.45240907122078,0.27175945567427,0.20244173901756
207,0.45714964259382,0.27576186990319,0.20609438544641
208,0.4618939310583,0.2797785770753,0.20976633560379
209,0.46664188333868,0.28380937238994,0.21345731295255
210,0.47139344692503,0.28785405398316,0.2171670449135
211,0.47614857006175,0.29191242288527,0.22089526280923
212,0.48090720173658,0.29598428297923,0.22464170180862
213,0.48566929166967,0.30006944095947,0.2284061008721
214,0.49043479030297,0.30416770629146,0.23218820269766
215,0.49520364878967,0.30827889117182,0.23598775366757
216,0.4999758189839,0.31240281048903,0.23980450379589
217,0.50475125343052,0.31653928178475,0.24363820667663
218,0.50952990535516,0.32068812521564,0.24748861943265
219,0.51431172865435,0.32484916351587,0.25135550266532
220,0.51909667788578,0.32902222196001,0.2552386204048
221,0.52388470825881,0.33320712832661,0.25913774006104
222,0.52867577562504,0.33740371286223,0.26305263237552
223,0.53346983646903,0.34161180824603,0.26698307137358
224,0.53826684789921,0.34583124955484,0.2709288343175
225,0.54306676763888,0.35006187422878,0.27488970166019
226,0.54786955401736,0.35430352203734,0.27886545699952
227,0.55267516596127,0.35855603504598,0.2828558870334
228,0.55748356298593,0.3628192575832,0.28686078151533
229,0.56229470518692,0.36709303620809,0.29087993321074
230,0.56710855323174,0.37137721967831,0.29491313785386
231,0.57192506835157,0.37567165891864,0.29896019410522
232,0.57674421233319,0.37997620698982,0.30302090350973
233,0.581565947511,0.38429071905801,0.30709507045545
234,0.58639023675918,0.38861505236456,0.31118250213282
235,0.5912170434839,0.39294906619628,0.31528300849458
236,0.59604633161572,0.39729262185613,0.31939640221617
237,0.60087806560206,0.4016455826343,0.32352249865676
238,0.60571221039977,0.40600781377976,0.32766111582084
239,0.61054873146786,0.41037918247214,0.33181207432029
240,0.61538759476024,0.41475955779412,0.33597519733706
241,0.62022876671868,0.41914881070411,0.34015031058635
242,0.62507221426579,0.4235468140094,0.34433724228034
243,0.62991790479813,0.42795344233965,0.34853582309239
244,0.63476580617939,0.43236857212078,0.35274588612183
245,0.63961588673376,0.43679208154922,0.35696726685917
246,0.64446811523923,0.44122385056657,0.36119980315188
247,0.64932246092119,0.44566376083456,0.3654433351706
248,0.65417889344595,0.45011169571041,0.36969770537586
249,0.65903738291442,0.45456754022255,0.3739627584853
250,0.66389789985594,0.45903118104667,0.37823834144131
251,0.66876041522206,0.46350250648209,0.38252430337916
252,0.67362490038055,0.46798140642854,0.38682049559562
253,0.67849132710941,0.47246777236321,0.39112677151794
254,0.683359667591,0.47696149731812,0.39544298667337
255,0.68822989440623,0.48146247585788,0.39976899865904
256,0.69310198052888,0.48597060405773,0.40410466711235
257,0.69797589931993,0.49048577948186,0.4084498536817
258,0.70285162452205,0.49500790116213,0.41280442199769
259,0.70772913025409,0.49953686957699,0.41716823764473
260,0.71260839100574,0.50407258663077,0.42154116813305
261,0.71748938163217,0.50861495563328,0.42592308287109
262,0.72237207734882,0.51316388127963,0.43031385313833
263,0.72725645372622,0.51771926963041,0.43471335205844
264,0.73214248668493,0.52228102809211,0.43912145457293
265,0.7370301524905,0.52684906539785,0.44353803741504
266,0.74191942774852,0.53142329158835,0.4479629790841
267,0.74681028939978,0.53600361799323,0.4523961598202
268,0.75170271471545,0.54058995721251,0.4568374615793
269,0.75659668129232,0.54518222309844,0.46128676800861
270,0.7614921670482,0.54978033073751,0.46574396442235
271,0.76638915021725,0.55438419643283,0.47020893777791
272,0.77128760934547,0.55899373768665,0.47468157665224
273,0.77618752328629,0.5636088731832,0.47916177121874
274,0.78108887119605,0.56822952277175,0.48364941322428
275,0.78599163252978,0.57285560744991,0.48814439596674
276,0.79089578703683,0.57748704934721,0.49264661427276
277,0.7958013147567,0.58212377170883,0.49715596447582
278,0.80070819601489,0.58676569887966,0.50167234439469
279,0.80561641141875,0.59141275628853,0.5061956533121
280,0.8105259418535,0.59606487043268,0.51072579195381
281,0.81543676847822,0.60072196886243,0.51526266246791
282,0.82034887272193,0.60538398016614,0.51980616840444
283,0.82526223627972,0.61005083395529,0.52435621469534
284,0.83017684110893,0.61472246084987,0.5289127076346
285,0.83509266942544,0.61939879246386,0.53347555485877
286,0.8400097036999,0.62407976139106,0.53804466532774
287,0.8449279266541,0.62876530119102,0.54261994930575
288,0.84984732125742,0.63345534637521,0.54720131834272
289,0.85476787072321,0.63814983239336,0.55178868525582
290,0.85968955850534,0.64284869562005,0.55638196411134
291,0.86461236829474,0.64755187334145,0.56098107020675
292,0.86953628401602,0.65225930374223,0.56558592005309
293,0.87446128982409,0.65697092589273,0.57019643135759
294,0.87938737010087,0.66168667973624,0.5748125230065
295,0.88431450945209,0.66640650607653,0.57943411504822
296,0.88924269270398,0.67113034656545,0.58406112867664
297,0.89417190490022,0.67585814369087,0.58869348621476
298,0.89910213129875,0.68058984076463,0.59333111109845
299,0.90403335736872,0.68532538191077,0.59797392786057
300,0.90896556878749,0.69006471205389,0.60262186211521
301,0.91247018000904,0.69480234984393,0.60727483239303
302,0.91527239577701,0.69952291263862,0.61193269676269
303,0.91764952358041,0.7042054774339,0.61659511111704
304,0.91974099910717,0.70883047750388,0.62126131486961
305,0.92162627392321,0.71338323032238,0.62592992647319
306,0.92335463783599,0.71785431648666,0.63059883324672
307,0.92495878075069,0.72223862890871,0.63526520736015
308,0.9264615695815,0.7265341896421,0.63992562602355
309,0.92787969456237,0.7307411377309,0.64457624932304
310,0.92922576045222,0.73486096905466,0.64921301117317
311,0.93050955375315,0.73889599926686,0.65383179304111
312,0.93173884751849,0.74284899718658,0.65842856520938
313,0.93291993324754,0.74672294054057,0.66299949151132
314,0.93405798451895,0.75052085690752,0.6675410000361
315,0.93515731291366,0.75424572303863,0.67204982530542
316,0.93622155272653,0.75790040375909,0.67652302819696
317,0.93725379726827,0.76148761746187,0.68095799947784
318,0.9382567014526,0.76500991927396,0.68535245189864
319,0.93923256039804,0.76846969578698,0.6897044047697
320,0.94018337063842,0.7718691671803,0.69401216398829
321,0.94111087850424,0.7752103938966,0.69827429968189
322,0.94201661888809,0.77849528594761,0.70248962299404
323,0.9429019466938,0.78172561356077,0.70665716305061
324,0.94376806264025,0.78490301831422,0.71077614478204
325,0.94461603464941,0.78802902420904,0.71484596801392
326,0.9454468157363,0.79110504833387,0.71886618805272
327,0.94626125909367,0.79413241091876,0.72283649786447
328,0.94706013090119,0.79711234467044,0.72675671185779
329,0.94784412126907,0.80004600334493,0.73062675122621
330,0.94861385363739,0.80293446955529,0.73444663077016
331,0.94936989288533,0.80577876183831,0.73821644709923
332,0.9501127523544,0.80857984102022,0.74193636810593
333,0.95084289995086,0.81133861592979,0.74560662359992
334,0.95156076346246,0.81405594851144,0.74922749699362
335,0.95226673520151,0.81673265839135,0.75279931793523
336,0.95296117606731,0.81936952694843,0.75632245579153
337,0.95364441910656,0.8219673009395,0.75979731389048
338,0.95431677263776,0.82452669572449,0.7632243244412
339,0.95497852299657,0.8270483981343,0.76660394405636
340,0.9556299369501,0.82953306901981,0.76993664980967
341,0.95627126382223,0.83198134551722,0.77322293576772
342,0.95690273736567,0.83439384306144,0.7764633099419
343,0.9575245774122,0.83677115717569,0.77965829161208
344,0.95813699132808,0.8391138650629,0.7828084089788
345,0.95874017529852,0.84142252702146,0.78591419710581
346,0.95933431546168,0.84369768770544,0.78897619611889
347,0.95991958891048,0.84593987724718,0.79199494963083
348,0.96049616457795,0.84814961225823,0.794971003366
349,0.96106420402008,0.85032739672257,0.79790490396078
350,0.96162386210845,0.85247372279463,0.80079719791913
351,0.96217528764322,0.85458907151313,0.80364843070477
352,0.9627186238961,0.85667391344054,0.80645914595379
353,0.96325400909141,0.85872870923664,0.8092298847932
354,0.96378157683275,0.86075391017395,0.81196118525292
355,0.96430145648152,0.86274995860156,0.81465358175978
356,0.96481377349308,0.86471728836355,0.81730760470388
357,0.96531864971548,0.86665632517698,0.8199237800685
358,0.96581620365522,0.86856748697428,0.82250262911581
359,0.96630655071381,0.87045118421394,0.82504466812178
360,0.96678980339871,0.87230782016335,0.82755040815418
361,0.96726607151145,0.87413779115666,0.83002035488842
362,0.96773546231582,0.87594148683079,0.83245500845664
363,0.96819808068824,0.87771929034175,0.83485486332596
364,0.96865402925257,0.87947157856381,0.83722040820223
365,0.96910340850106,0.88119872227308,0.83955212595611
366,0.96954631690306,0.8829010863175,0.84185049356877
367,0.96998285100298,0.8845790297746,0.84411598209462
368,0.97041310550865,0.88623290609837,0.84634905663897
369,0.97083717337123,0.88786306325647,0.84855017634869
370,0.97125514585763,0.88946984385876,0.85071979441419
371,0.97166711261639,0.89105358527808,0.85285835808126
372,0.97207316173751,0.8926146197641,0.85496630867135
373,0.97247337980728,0.89415327455096,0.85704408160931
374,0.97286785195833,0.89566987195929,0.85909210645747
375,0.97325666191569,0.89716472949327,0.86111080695516
376,0.97363989203917,0.89863815993305,0.86310060106295
377,0.97401762336246,0.90009047142316,0.86506190101088
378,0.97438993562949,0.90152196755714,0.86699511335012
379,0.97475690732806,0.90293294745888,0.86890063900741
380,0.97511861572129,0.9043237058608,0.87077887334197
381,0.97547513687703,0.9056945331793,0.87263020620441
382,0.97582654569541,0.90704571558762,0.87445502199717
383,0.97617291593478,0.90837753508636,0.87625369973638
384,0.97651432023616,0.90969026957185,0.87802661311467
385,0.97685083014647,0.91098419290248,0.87977413056487
386,0.97718251614044,0.91225957496328,0.88149661532415
387,0.9775094476416,0.91351668172867,0.88319442549872
388,0.97783169304222,0.91475577532371,0.88486791412864
389,0.97814931972243,0.91597711408378,0.88651742925277
390,0.97846239406849,0.91718095261298,0.88814331397371
391,0.97877098149047,0.91836754184106,0.88974590652256
392,0.97907514643913,0.91953712907927,0.89132554032353
393,0.97937495242232,0.9206899580749,0.89288254405813
394,0.9796704620208,0.92182626906483,0.8944172417291
395,0.97996173690353,0.92294629882798,0.89592995272384
396,0.98024883784256,0.92405028073668,0.89742099187737
397,0.98053182472742,0.92513844480722,0.89889066953476
398,0.9808107565792,0.92621101774937,0.900339291613
399,0.9810856915642,0.92726822301507,0.90176715966228
400,0.98135668700725,0.92831028084623,0.90317457092665
401,0.98162379940476,0.92933740832176,0.90456181840399
402,0.9818870844374,0.93034981940374,0.9059291909054
403,0.98214659698254,0.93134772498289,0.90727697311387
404,0.98240239112641,0.93233133292329,0.90860544564224
405,0.98265452017602,0.93330084810627,0.90991488509053
406,0.98290303667084,0.93425647247378,0.91120556410251
407,0.98314799239423,0.93519840507091,0.91247775142159
408,0.98338943838466,0.93612684208787,0.91373171194602
409,0.98362742494678,0.93704197690118,0.91496770678335
410,0.9838620016622,0.93794400011441,0.9161859933042
411,0.98409321740011,0.93883309959811,0.91738682519533
412,0.98432112032776,0.93970946052927,0.91857045251198
413,0.98454575792073,0.94057326543012,0.91973712172955
414,0.984767176973,0.94142469420635,0.92088707579454
415,0.98498542360688,0.94226392418478,0.92202055417483
416,0.98520054328281,0.94309113015049,0.92313779290926
417,0.98541258080894,0.94390648438332,0.92423902465654
418,0.98562158035058,0.94471015669392,0.92532447874349
419,0.98582758543957,0.94550231445921,0.92639438121256
420,0.98603063898336,0.94628312265737,0.92744895486878
421,0.9862307832741,0.94705274390226,0.92848841932598
422,0.98642805999749,0.94781133847736,0.92951299105241
423,0.98662251024152,0.94855906436926,0.93052288341568
424,0.98681417450513,0.9492960773006,0.93151830672711
425,0.98700309270665,0.95002253076255,0.93249946828542
426,0.98718930419219,0.95073857604684,0.93346657241983
427,0.98737284774386,0.9514443622773,0.93441982053254
428,0.98755376158788,0.95214003644095,0.93535941114061
429,0.98773208340259,0.95282574341868,0.93628553991725
430,0.98790785032631,0.95350162601538,0.93719839973251
431,0.98808109896509,0.95416782498979,0.93809818069342
432,0.98825186540039,0.95482447908377,0.93898507018352
433,0.98842018519657,0.95547172505125,0.93985925290187
434,0.98858609340835,0.95610969768673,0.94072091090147
435,0.9887496245881,0.95673852985334,0.94157022362717
436,0.98891081279306,0.95735835251056,0.942407367953
437,0.98906969159245,0.95796929474145,0.94323251821898
438,0.98922629407445,0.95857148377961,0.94404584626741
439,0.98938065285313,0.95916504503566,0.94484752147867
440,0.98953280007522,0.95975010212332,0.94563771080646
441,0.98968276742683,0.96032677688526,0.94641657881252
442,0.98983058614007,0.96089518941838,0.94718428770098
443,0.9899762869995,0.96145545809888,0.94794099735203
444,0.99011990034863,0.96200769960692,0.94868686535528
445,0.99026145609616,0.9625520289509,0.94942204704255
446,0.99040098372229,0.96308855949143,0.9501466955202
447,0.99053851228479,0.96361740296495,0.95086096170101
448,0.99067407042512,0.96413866950697,0.95156499433563
449,0.99080768637435,0.96465246767504,0.95225894004352
450,0.99093938795905,0.96515890447136,0.95294294334351
451,0.99106920260712,0.96565808536505,0.95361714668388
452,0.99119715735346,0.96615011431413,0.95428169047201
453,0.99132327884563,0.96663509378715,0.95493671310364
454,0.99144759334938,0.96711312478456,0.95558235099168
455,0.99157012675414,0.96758430685973,0.95621873859462
456,0.99169090457842,0.96804873813968,0.95684600844452
457,0.9918099519751,0.96850651534554,0.95746429117462
458,0.99192729373666,0.96895773381264,0.95807371554655
459,0.9920429543004,0.96940248751044,0.95867440847711
460,0.99215695775347,0.96984086906204,0.95926649506475
461,0.99226932783791,0.97027296976349,0.95985009861559
462,0.99238008795562,0.97069887960282,0.96042534066909
463,0.99248926117318,0.97111868727876,0.96099234102339
464,0.9925968702267,0.97153248021922,0.96155121776025
465,0.99270293752655,0.97194034459947,0.96210208726961
466,0.99280748516198,0.97234236536017,0.96264506427388
467,0.9929105349058,0.97273862622494,0.96318026185179
468,0.99301210821885,0.97312920971791,0.96370779146195
469,0.99311222625448,0.97351419718082,0.96422776296607
470,0.993210909863,0.97389366879002,0.96474028465183
471,0.99330817959596,0.97426770357314,0.96524546325545
472,0.99340405571047,0.97463637942554,0.96574340398388
473,0.99349855817341,0.97499977312656,0.96623421053676
474,0.99359170666559,0.97535796035547,0.96671798512797
475,0.99368352058583,0.97571101570729,0.96719482850693
476,0.99377401905503,0.97605901270825,0.96766483997962
477,0.99386322092013,0.97640202383118,0.96812811742919
478,0.99395114475806,0.97674012051054,0.96858475733641
479,0.99403780887956,0.97707337315733,0.96903485479973
480,0.99412323133305,0.97740185117376,0.96947850355509
481,0.99420742990835,0.97772562296766,0.96991579599543
482,0.99429042214042,0.97804475596678,0.97034682318996
483,0.99437222531295,0.9783593166328,0.97077167490311
484,0.99445285646205,0.97866937047517,0.97119043961321
485,0.99453233237971,0.97897498206479,0.97160320453094
486,0.99461066961734,0.97927621504741,0.97201005561747
487,0.99468788448923,0.97957313215689,0.97241107760239
488,0.99476399307591,0.97986579522831,0.97280635400133
489,0.99483901122753,0.9801542652108,0.97319596713336
490,0.99491295456715,0.98043860218024,0.97357999813814
491,0.99498583849398,0.98071886535181,0.9739585269928
492,0.99505767818661,0.98099511309226,0.97433163252863
493,0.99512848860617,0.98126740293212,0.97469939244747
494,0.99519828449941,0.98153579157766,0.97506188333788
495,0.99526708040182,0.98180033492269,0.97541918069114
496,0.99533489064062,0.98206108806021,0.9757713589169
497,0.99540172933778,0.98231810529388,0.97611849135875
498,0.99546761041293,0.98257144014934,0.97646065030945
499,0.99553254758624,0.98282114538534,0.97679790702598
500,0.99559655438135,0.98306727300476,0.97713033174443
501,0.99565964412812,0.98330987426538,0.97745799369455
502,0.99572182996544,0.98354899969061,0.97778096111424
503,0.99578312484392,0.98378469907999,0.97809930126373
504,0.99584354152867,0.98401702151958,0.97841308043958
505,0.99590309260188,0.98424601539215,0.97872236398849
506,0.99596179046547,0.98447172838726,0.97902721632092
507,0.9960196473437,0.98469420751124,0.97932770092451
508,0.99607667528565,0.9849134990969,0.97962388037727
509,0.99613288616779,0.98512964881327,0.97991581636065
510,0.99618829169644,0.98534270167502,0.98020356967236
511,0.99624290341019,0.98555270205191,0.98048720023903
512,0.99629673268229,0.98575969367799,0.98076676712871
513,0.99634979072309,0.9859637196607,0.98104232856317
514,0.99640208858228,0.98616482248988,0.98131394192999
515,0.99645363715126,0.98636304404662,0.98158166379456
516,0.99650444716538,0.98655842561192,0.98184554991184
517,0.99655452920618,0.98675100787537,0.98210565523795
518,0.99660389370359,0.98694083094357,0.98236203394164
519,0.99665255093812,0.9871279343485,0.98261473941557
520,0.99670051104298,0.98731235705575,0.98286382428742
521,0.9967477840062,0.98749413747265,0.98310934043086
522,0.99679437967269,0.98767331345624,0.98335133897635
523,0.99684030774633,0.98784992232116,0.98358987032176
524,0.99688557779197,0.98802400084744,0.98382498414293
525,0.99693019923741,0.98819558528817,0.98405672940395
526,0.99697418137538,0.98836471137699,0.98428515436739
527,0.99701753336545,0.98853141433561,0.98451030660434
528,0.997060264236,0.98869572888106,0.98473223300434
529,0.99710238288602,0.98885768923302,0.9849509797851
530,0.99714389808702,0.98901732912085,0.98516659250218
531,0.99718481848482,0.98917468179067,0.98537911605844
532,0.99722515260139,0.98932978001229,0.98558859471337
533,0.99726490883658,0.98948265608598,0.9857950720924
534,0.99730409546992,0.98963334184927,0.98599859119586
535,0.99734272066228,0.98978186868351,0.98619919440803
536,0.99738079245765,0.98992826752045,0.98639692350595
537,0.99741831878473,0.99007256884869,0.98659181966807
538,0.99745530745864,0.99021480271997,0.98678392348288
539,0.99749176618254,0.9903549987555,0.98697327495735
